Date,AAPL_High,GEHC_High,CAVA_High,COIN_High,TMUS_High,RUN_High,AAPL_Low,GEHC_Low,CAVA_Low,COIN_Low,TMUS_Low,RUN_Low,AAPL_Open,GEHC_Open,CAVA_Open,COIN_Open,TMUS_Open,RUN_Open,AAPL_Close,GEHC_Close,CAVA_Close,COIN_Close,TMUS_Close,RUN_Close
2021-01-04 00:00:00-05:00,131.46421746011347,,,,134.97999572753906,71.94999694824219,124.7242601894583,,,,130.4600067138672,68.29000091552734,131.37566646781485,,,,134.3000030517578,70.68000030517578,127.33171081542969,,,,132.42999267578125,69.9800033569336
2021-01-05 00:00:00-05:00,129.62426235918886,,,,132.24000549316406,73.58999633789062,126.36745318851283,,,,130.4600067138672,69.6500015258789,126.82002732439854,,,,131.9499969482422,69.7300033569336,128.9059600830078,,,,131.85000610351562,73.08999633789062
2021-01-06 00:00:00-05:00,128.94534839707228,,,,131.97999572753906,86.0,124.35034259271949,,,,129.61000061035156,77.58999633789062,125.66882618212315,,,,130.72000122070312,77.66999816894531,124.56681823730469,,,,131.52999877929688,85.16999816894531
2021-01-07 00:00:00-05:00,129.5160326252282,,,,135.4499969482422,93.87999725341797,125.80658936254203,,,,133.16000366210938,89.04000091552734,126.29854448174804,,,,133.80999755859375,89.22000122070312,128.8174285888672,,,,133.19000244140625,90.91999816894531
2021-01-08 00:00:00-05:00,130.49997782043175,,,,135.1999969482422,96.7249984741211,128.13851261647017,,,,132.22999572753906,90.52999877929688,130.30317779313432,,,,133.25999450683594,92.72000122070312,129.9293212890625,,,,135.05999755859375,96.5
2021-01-11 00:00:00-05:00,128.07949106660075,,,,135.5399932861328,98.52999877929688,126.43630517129583,,,,132.75,89.55000305175781,127.11523389677473,,,,134.0,91.55000305175781,126.90861511230469,,,,132.92999267578125,95.62000274658203
2021-01-12 00:00:00-05:00,127.60720488158502,,,,133.47000122070312,100.93000030517578,124.82264484437869,,,,127.66999816894531,90.83999633789062,126.43631366027657,,,,132.8800048828125,98.0,126.73149108886719,,,,128.69000244140625,93.44000244140625
2021-01-13 00:00:00-05:00,129.33892214035455,,,,129.89999389648438,94.0,126.42643791659758,,,,128.4499969482422,89.62000274658203,126.69212088965998,,,,129.13999938964844,93.56999969482422,128.78793334960938,,,,128.5,90.62999725341797
2021-01-14 00:00:00-05:00,128.8961451288232,,,,130.4199981689453,92.8499984741211,126.69210641566376,,,,123.9000015258789,88.4000015258789,128.69936012373964,,,,129.02999877929688,90.44999694824219,126.83972930908203,,,,124.69000244140625,88.91999816894531
2021-01-15 00:00:00-05:00,128.12868186070955,,,,127.9000015258789,89.29000091552734,124.96039351689886,,,,124.75,83.5999984741211,126.71180570524955,,,,124.75,87.13999938964844,125.09815216064453,,,,127.27999877929688,84.25
2021-01-19 00:00:00-05:00,126.64293353192643,,,,130.42999267578125,87.80000305175781,124.9013629733583,,,,127.12000274658203,84.25,125.72786145595502,,,,128.69000244140625,87.0,125.7770767211914,,,,129.85000610351562,85.62000274658203
2021-01-20 00:00:00-05:00,130.36222597424975,,,,132.4199981689453,85.41999816894531,126.48549967558418,,,,129.5,80.87999725341797,126.59373368441057,,,,130.1199951171875,84.56999969482422,129.9096221923828,,,,132.3000030517578,81.9000015258789
2021-01-21 00:00:00-05:00,137.42691024832519,,,,132.7100067138672,89.51000213623047,131.44456760654356,,,,129.85000610351562,79.41000366210938,131.6511867378827,,,,132.7100067138672,83.37999725341797,134.67189025878906,,,,130.39999389648438,87.41000366210938
2021-01-22 00:00:00-05:00,137.60401987763774,,,,131.32000732421875,87.11000061035156,132.85160252214237,,,,129.1199951171875,83.12999725341797,134.09134674667274,,,,130.44000244140625,85.01000213623047,136.8365478515625,,,,130.36000061035156,86.38999938964844
2021-01-25 00:00:00-05:00,142.75985818892838,,,,132.39999389648438,87.55999755859375,134.34716776235146,,,,129.6699981689453,77.80999755859375,140.77231009868365,,,,130.75,85.00499725341797,140.62472534179688,,,,131.10000610351562,78.61000061035156
2021-01-26 00:00:00-05:00,141.98256149103966,,,,132.7100067138672,81.7300033569336,139.0995940811042,,,,130.0,75.36000061035156,141.2938064138018,,,,130.02000427246094,80.0999984741211,140.86090087890625,,,,131.41000366210938,75.70999908447266
2021-01-27 00:00:00-05:00,141.98254975547954,,,,130.0,73.80000305175781,138.15503870946776,,,,122.44999694824219,69.08000183105469,141.12651171748607,,,,129.69000244140625,73.25,139.7785186767578,,,,123.2699966430664,69.81999969482422
2021-01-28 00:00:00-05:00,139.70966717938973,,,,129.60000610351562,72.93000030517578,134.5046001674396,,,,124.5,69.5,137.27933380994892,,,,125.79000091552734,72.08999633789062,134.88836669921875,,,,127.7699966430664,71.83999633789062
2021-01-29 00:00:00-05:00,134.5439765612556,,,,129.22999572753906,74.41000366210938,128.11883376303166,,,,125.37000274658203,68.16000366210938,133.64858745443254,,,,126.55999755859375,72.5,129.84072875976562,,,,126.08000183105469,69.2699966430664
2021-02-01 00:00:00-05:00,133.2058242408439,,,,129.35000610351562,71.74800109863281,128.82726360529168,,,,125.20999908447266,68.19999694824219,131.60199696871766,,,,126.29000091552734,70.5199966430664,131.98573303222656,,,,128.4199981689453,69.87999725341797
2021-02-02 00:00:00-05:00,134.1208756738771,,,,132.41000366210938,73.25,132.44818046864717,,,,128.07000732421875,70.22000122070312,133.5501886012721,,,,128.6300048828125,71.625,132.8220672607422,,,,131.88999938964844,71.22000122070312
