Date,Open,High,Low,Close,Adj Close,Volume
2021-10-26,55.090000,55.259998,52.580002,52.580002,52.580002,3524000
2021-10-27,55.200001,57.490002,53.590000,54.200001,54.200001,8173500
2021-10-28,54.200001,56.500000,52.919998,56.020000,56.020000,6105200
2021-10-29,56.130001,58.368999,55.980000,57.680000,57.680000,5270400
2021-11-01,58.590000,59.869999,57.320000,58.189999,58.189999,6332900
2021-11-02,57.599998,58.410000,55.590000,57.720001,57.720001,4640200
2021-11-03,56.660000,58.980000,55.380001,58.310001,58.310001,3853800
2021-11-04,58.900002,58.900002,56.060001,57.750000,57.750000,5024200
2021-11-05,57.810001,58.750000,54.689999,56.189999,56.189999,5189200
2021-11-08,57.230000,60.599998,57.090000,58.169998,58.169998,4345900
2021-11-09,58.000000,58.340000,54.160000,55.990002,55.990002,4609900
2021-11-10,54.310001,55.814999,52.950001,53.959999,53.959999,3731300
2021-11-11,54.099998,58.180000,53.410000,58.119999,58.119999,4708900
2021-11-12,58.750000,59.950001,58.200001,58.660000,58.660000,3197900
2021-11-15,58.619999,58.849998,57.119999,57.959999,57.959999,3051900
2021-11-16,57.520000,57.520000,55.150002,55.980000,55.980000,3980300
2021-11-17,55.520000,56.582001,54.869999,55.139999,55.139999,2312000
2021-11-18,55.150002,55.400002,51.689999,52.389999,52.389999,4093600
2021-11-19,52.150002,56.279999,52.000000,54.860001,54.860001,4957400
2021-11-22,55.330002,56.959999,53.060001,53.209999,53.209999,3226200
2021-11-23,52.904999,52.950001,49.060001,50.650002,50.650002,4657700
2021-11-24,49.959999,50.599998,48.535000,49.369999,49.369999,3568800
2021-11-26,47.860001,48.700001,46.220001,47.410000,47.410000,2927800
2021-11-29,48.189999,48.500000,46.500000,47.860001,47.860001,2963900
2021-11-30,47.279999,48.020000,44.529999,46.040001,46.040001,4478700
2021-12-01,47.360001,47.365002,42.209999,42.740002,42.740002,5018900
2021-12-02,42.509998,44.080002,41.610001,42.310001,42.310001,3907700
2021-12-03,42.209999,42.400002,38.680000,39.950001,39.950001,6415900
2021-12-06,39.220001,41.009998,37.709999,40.349998,40.349998,6254600
2021-12-07,42.240002,44.020000,41.400002,43.820000,43.820000,8808400
2021-12-08,43.630001,45.590000,43.560001,44.680000,44.680000,5260000
2021-12-09,44.029999,45.000000,41.700001,42.139999,42.139999,4586300
2021-12-10,42.500000,43.160000,41.419998,42.299999,42.299999,3344100
2021-12-13,42.029999,43.529999,40.279999,42.110001,42.110001,5658400
2021-12-14,40.119999,40.730000,34.630001,35.500000,35.500000,16585900
2021-12-15,35.119999,36.310001,32.834999,36.009998,36.009998,10268400
